,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,index,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_120,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Utilities_NoSeWa,Utilities_NoSewr,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition_Pos,Condition_RRA,Condition_RRN,Condition_Street,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Na,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Paved Drive_P,Paved Drive_Y,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
57,5.0,3.0,3.0,936.0,936.0,0.0,0.0,3.0,5.0,240.0,1.0,3.0,1872.0,25.0,15.0,15.0,4680.0,4680.0,0.0,0.0,15.0,25.0,1200.0,5.0,15.0,9360.0,9.0,9.0,2808.0,2808.0,0.0,0.0,9.0,15.0,720.0,3.0,9.0,5616.0,9.0,2808.0,2808.0,0.0,0.0,9.0,15.0,720.0,3.0,9.0,5616.0,876096.0,876096.0,0.0,0.0,2808.0,4680.0,224640.0,936.0,2808.0,1752192.0,876096.0,0.0,0.0,2808.0,4680.0,224640.0,936.0,2808.0,1752192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,720.0,3.0,9.0,5616.0,25.0,1200.0,5.0,15.0,9360.0,57600.0,240.0,720.0,449280.0,1.0,3.0,1872.0,9.0,5616.0,3504384.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
58,6.0,3.0,3.0,1040.0,1040.0,0.0,1.0,3.0,6.0,293.0,1.0,4.0,2080.0,36.0,18.0,18.0,6240.0,6240.0,0.0,6.0,18.0,36.0,1758.0,6.0,24.0,12480.0,9.0,9.0,3120.0,3120.0,0.0,3.0,9.0,18.0,879.0,3.0,12.0,6240.0,9.0,3120.0,3120.0,0.0,3.0,9.0,18.0,879.0,3.0,12.0,6240.0,1081600.0,1081600.0,0.0,1040.0,3120.0,6240.0,304720.0,1040.0,4160.0,2163200.0,1081600.0,0.0,1040.0,3120.0,6240.0,304720.0,1040.0,4160.0,2163200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,293.0,1.0,4.0,2080.0,9.0,18.0,879.0,3.0,12.0,6240.0,36.0,1758.0,6.0,24.0,12480.0,85849.0,293.0,1172.0,609440.0,1.0,4.0,2080.0,16.0,8320.0,4326400.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
59,6.0,3.0,4.0,916.0,1636.0,0.0,0.0,3.0,7.0,386.0,2.5,5.5,2552.0,36.0,18.0,24.0,5496.0,9816.0,0.0,0.0,18.0,42.0,2316.0,15.0,33.0,15312.0,9.0,12.0,2748.0,4908.0,0.0,0.0,9.0,21.0,1158.0,7.5,16.5,7656.0,16.0,3664.0,6544.0,0.0,0.0,12.0,28.0,1544.0,10.0,22.0,10208.0,839056.0,1498576.0,0.0,0.0,2748.0,6412.0,353576.0,2290.0,5038.0,2337632.0,2676496.0,0.0,0.0,4908.0,11452.0,631496.0,4090.0,8998.0,4175072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,1158.0,7.5,16.5,7656.0,49.0,2702.0,17.5,38.5,17864.0,148996.0,965.0,2123.0,985072.0,6.25,13.75,6380.0,30.25,14036.0,6512704.0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
60,8.0,4.0,4.0,1152.0,2270.0,0.0,0.0,4.0,9.0,671.0,2.5,6.5,3422.0,64.0,32.0,32.0,9216.0,18160.0,0.0,0.0,32.0,72.0,5368.0,20.0,52.0,27376.0,16.0,16.0,4608.0,9080.0,0.0,0.0,16.0,36.0,2684.0,10.0,26.0,13688.0,16.0,4608.0,9080.0,0.0,0.0,16.0,36.0,2684.0,10.0,26.0,13688.0,1327104.0,2615040.0,0.0,0.0,4608.0,10368.0,772992.0,2880.0,7488.0,3942144.0,5152900.0,0.0,0.0,9080.0,20430.0,1523170.0,5675.0,14755.0,7767940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0,2684.0,10.0,26.0,13688.0,81.0,6039.0,22.5,58.5,30798.0,450241.0,1677.5,4361.5,2296162.0,6.25,16.25,8555.0,42.25,22243.0,11710084.0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61,8.0,4.0,4.0,1184.0,2610.0,0.0,0.0,5.0,11.0,550.0,2.5,6.5,3794.0,64.0,32.0,32.0,9472.0,20880.0,0.0,0.0,40.0,88.0,4400.0,20.0,52.0,30352.0,16.0,16.0,4736.0,10440.0,0.0,0.0,20.0,44.0,2200.0,10.0,26.0,15176.0,16.0,4736.0,10440.0,0.0,0.0,20.0,44.0,2200.0,10.0,26.0,15176.0,1401856.0,3090240.0,0.0,0.0,5920.0,13024.0,651200.0,2960.0,7696.0,4492096.0,6812100.0,0.0,0.0,13050.0,28710.0,1435500.0,6525.0,16965.0,9902340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.0,2750.0,12.5,32.5,18970.0,121.0,6050.0,27.5,71.5,41734.0,302500.0,1375.0,3575.0,2086700.0,6.25,16.25,9485.0,42.25,24661.0,14394436.0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
62,7.0,4.0,4.0,1420.0,1483.0,1.0,0.0,3.0,4.0,690.0,1.5,2.5,2903.0,49.0,28.0,28.0,9940.0,10381.0,7.0,0.0,21.0,28.0,4830.0,10.5,17.5,20321.0,16.0,16.0,5680.0,5932.0,4.0,0.0,12.0,16.0,2760.0,6.0,10.0,11612.0,16.0,5680.0,5932.0,4.0,0.0,12.0,16.0,2760.0,6.0,10.0,11612.0,2016400.0,2105860.0,1420.0,0.0,4260.0,5680.0,979800.0,2130.0,3550.0,4122260.0,2199289.0,1483.0,0.0,4449.0,5932.0,1023270.0,2224.5,3707.5,4305149.0,1.0,0.0,3.0,4.0,690.0,1.5,2.5,2903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,2070.0,4.5,7.5,8709.0,16.0,2760.0,6.0,10.0,11612.0,476100.0,1035.0,1725.0,2003070.0,2.25,3.75,4354.5,6.25,7257.5,8427409.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
63,5.0,2.0,3.0,936.0,1740.0,0.0,0.0,5.0,6.0,225.0,1.0,3.0,2676.0,25.0,10.0,15.0,4680.0,8700.0,0.0,0.0,25.0,30.0,1125.0,5.0,15.0,13380.0,4.0,6.0,1872.0,3480.0,0.0,0.0,10.0,12.0,450.0,2.0,6.0,5352.0,9.0,2808.0,5220.0,0.0,0.0,15.0,18.0,675.0,3.0,9.0,8028.0,876096.0,1628640.0,0.0,0.0,4680.0,5616.0,210600.0,936.0,2808.0,2504736.0,3027600.0,0.0,0.0,8700.0,10440.0,391500.0,1740.0,5220.0,4656240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,1125.0,5.0,15.0,13380.0,36.0,1350.0,6.0,18.0,16056.0,50625.0,225.0,675.0,602100.0,1.0,3.0,2676.0,9.0,8028.0,7160976.0,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
64,5.0,3.0,3.0,1382.0,1382.0,0.0,1.0,4.0,6.0,350.0,1.0,4.0,2764.0,25.0,15.0,15.0,6910.0,6910.0,0.0,5.0,20.0,30.0,1750.0,5.0,20.0,13820.0,9.0,9.0,4146.0,4146.0,0.0,3.0,12.0,18.0,1050.0,3.0,12.0,8292.0,9.0,4146.0,4146.0,0.0,3.0,12.0,18.0,1050.0,3.0,12.0,8292.0,1909924.0,1909924.0,0.0,1382.0,5528.0,8292.0,483700.0,1382.0,5528.0,3819848.0,1909924.0,0.0,1382.0,5528.0,8292.0,483700.0,1382.0,5528.0,3819848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,350.0,1.0,4.0,2764.0,16.0,24.0,1400.0,4.0,16.0,11056.0,36.0,2100.0,6.0,24.0,16584.0,122500.0,350.0,1400.0,967400.0,1.0,4.0,2764.0,16.0,11056.0,7639696.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
65,5.0,3.0,4.0,1120.0,1120.0,0.0,0.0,3.0,6.0,0.0,1.0,4.0,2240.0,25.0,15.0,20.0,5600.0,5600.0,0.0,0.0,15.0,30.0,0.0,5.0,20.0,11200.0,9.0,12.0,3360.0,3360.0,0.0,0.0,9.0,18.0,0.0,3.0,12.0,6720.0,16.0,4480.0,4480.0,0.0,0.0,12.0,24.0,0.0,4.0,16.0,8960.0,1254400.0,1254400.0,0.0,0.0,3360.0,6720.0,0.0,1120.0,4480.0,2508800.0,1254400.0,0.0,0.0,3360.0,6720.0,0.0,1120.0,4480.0,2508800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,3.0,12.0,6720.0,36.0,0.0,6.0,24.0,13440.0,0.0,0.0,0.0,0.0,1.0,4.0,2240.0,16.0,8960.0,5017600.0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
66,7.0,3.0,4.0,531.0,1098.0,1.0,0.0,3.0,5.0,216.0,1.0,3.0,1629.0,49.0,21.0,28.0,3717.0,7686.0,7.0,0.0,21.0,35.0,1512.0,7.0,21.0,11403.0,9.0,12.0,1593.0,3294.0,3.0,0.0,9.0,15.0,648.0,3.0,9.0,4887.0,16.0,2124.0,4392.0,4.0,0.0,12.0,20.0,864.0,4.0,12.0,6516.0,281961.0,583038.0,531.0,0.0,1593.0,2655.0,114696.0,531.0,1593.0,864999.0,1205604.0,1098.0,0.0,3294.0,5490.0,237168.0,1098.0,3294.0,1788642.0,1.0,0.0,3.0,5.0,216.0,1.0,3.0,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,648.0,3.0,9.0,4887.0,25.0,1080.0,5.0,15.0,8145.0,46656.0,216.0,648.0,351864.0,1.0,3.0,1629.0,9.0,4887.0,2653641.0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
67,7.0,4.0,4.0,976.0,1708.0,0.0,0.0,4.0,7.0,380.0,2.0,5.0,2684.0,49.0,28.0,28.0,6832.0,11956.0,0.0,0.0,28.0,49.0,2660.0,14.0,35.0,18788.0,16.0,16.0,3904.0,6832.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10736.0,16.0,3904.0,6832.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10736.0,952576.0,1667008.0,0.0,0.0,3904.0,6832.0,370880.0,1952.0,4880.0,2619584.0,2917264.0,0.0,0.0,6832.0,11956.0,649040.0,3416.0,8540.0,4584272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10736.0,49.0,2660.0,14.0,35.0,18788.0,144400.0,760.0,1900.0,1019920.0,4.0,10.0,5368.0,25.0,13420.0,7203856.0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
68,9.0,5.0,5.0,1802.0,1802.0,0.0,0.0,5.0,7.0,843.0,2.5,5.5,3604.0,81.0,45.0,45.0,16218.0,16218.0,0.0,0.0,45.0,63.0,7587.0,22.5,49.5,32436.0,25.0,25.0,9010.0,9010.0,0.0,0.0,25.0,35.0,4215.0,12.5,27.5,18020.0,25.0,9010.0,9010.0,0.0,0.0,25.0,35.0,4215.0,12.5,27.5,18020.0,3247204.0,3247204.0,0.0,0.0,9010.0,12614.0,1519086.0,4505.0,9911.0,6494408.0,3247204.0,0.0,0.0,9010.0,12614.0,1519086.0,4505.0,9911.0,6494408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,4215.0,12.5,27.5,18020.0,49.0,5901.0,17.5,38.5,25228.0,710649.0,2107.5,4636.5,3038172.0,6.25,13.75,9010.0,30.25,19822.0,12988816.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69,7.0,4.0,4.0,1362.0,1506.0,0.0,0.0,4.0,6.0,440.0,2.0,4.0,2868.0,49.0,28.0,28.0,9534.0,10542.0,0.0,0.0,28.0,42.0,3080.0,14.0,28.0,20076.0,16.0,16.0,5448.0,6024.0,0.0,0.0,16.0,24.0,1760.0,8.0,16.0,11472.0,16.0,5448.0,6024.0,0.0,0.0,16.0,24.0,1760.0,8.0,16.0,11472.0,1855044.0,2051172.0,0.0,0.0,5448.0,8172.0,599280.0,2724.0,5448.0,3906216.0,2268036.0,0.0,0.0,6024.0,9036.0,662640.0,3012.0,6024.0,4319208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,1760.0,8.0,16.0,11472.0,36.0,2640.0,12.0,24.0,17208.0,193600.0,880.0,1760.0,1261920.0,4.0,8.0,5736.0,16.0,11472.0,8225424.0,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70,7.0,4.0,4.0,1508.0,1508.0,1.0,0.0,4.0,5.0,572.0,1.0,2.0,3016.0,49.0,28.0,28.0,10556.0,10556.0,7.0,0.0,28.0,35.0,4004.0,7.0,14.0,21112.0,16.0,16.0,6032.0,6032.0,4.0,0.0,16.0,20.0,2288.0,4.0,8.0,12064.0,16.0,6032.0,6032.0,4.0,0.0,16.0,20.0,2288.0,4.0,8.0,12064.0,2274064.0,2274064.0,1508.0,0.0,6032.0,7540.0,862576.0,1508.0,3016.0,4548128.0,2274064.0,1508.0,0.0,6032.0,7540.0,862576.0,1508.0,3016.0,4548128.0,1.0,0.0,4.0,5.0,572.0,1.0,2.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,2288.0,4.0,8.0,12064.0,25.0,2860.0,5.0,10.0,15080.0,327184.0,572.0,1144.0,1725152.0,1.0,2.0,3016.0,4.0,6032.0,9096256.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
71,7.0,4.0,5.0,1840.0,2032.0,1.0,0.0,4.0,7.0,786.0,3.0,6.0,3872.0,49.0,28.0,35.0,12880.0,14224.0,7.0,0.0,28.0,49.0,5502.0,21.0,42.0,27104.0,16.0,20.0,7360.0,8128.0,4.0,0.0,16.0,28.0,3144.0,12.0,24.0,15488.0,25.0,9200.0,10160.0,5.0,0.0,20.0,35.0,3930.0,15.0,30.0,19360.0,3385600.0,3738880.0,1840.0,0.0,7360.0,12880.0,1446240.0,5520.0,11040.0,7124480.0,4129024.0,2032.0,0.0,8128.0,14224.0,1597152.0,6096.0,12192.0,7867904.0,1.0,0.0,4.0,7.0,786.0,3.0,6.0,3872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,3144.0,12.0,24.0,15488.0,49.0,5502.0,21.0,42.0,27104.0,617796.0,2358.0,4716.0,3043392.0,9.0,18.0,11616.0,36.0,23232.0,14992384.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
72,6.0,3.0,3.0,655.0,1194.0,0.0,1.0,3.0,6.0,539.0,1.0,4.0,1849.0,36.0,18.0,18.0,3930.0,7164.0,0.0,6.0,18.0,36.0,3234.0,6.0,24.0,11094.0,9.0,9.0,1965.0,3582.0,0.0,3.0,9.0,18.0,1617.0,3.0,12.0,5547.0,9.0,1965.0,3582.0,0.0,3.0,9.0,18.0,1617.0,3.0,12.0,5547.0,429025.0,782070.0,0.0,655.0,1965.0,3930.0,353045.0,655.0,2620.0,1211095.0,1425636.0,0.0,1194.0,3582.0,7164.0,643566.0,1194.0,4776.0,2207706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,539.0,1.0,4.0,1849.0,9.0,18.0,1617.0,3.0,12.0,5547.0,36.0,3234.0,6.0,24.0,11094.0,290521.0,539.0,2156.0,996611.0,1.0,4.0,1849.0,16.0,7396.0,3418801.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
73,7.0,4.0,4.0,970.0,1709.0,0.0,0.0,4.0,7.0,380.0,2.0,5.0,2679.0,49.0,28.0,28.0,6790.0,11963.0,0.0,0.0,28.0,49.0,2660.0,14.0,35.0,18753.0,16.0,16.0,3880.0,6836.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10716.0,16.0,3880.0,6836.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10716.0,940900.0,1657730.0,0.0,0.0,3880.0,6790.0,368600.0,1940.0,4850.0,2598630.0,2920681.0,0.0,0.0,6836.0,11963.0,649420.0,3418.0,8545.0,4578411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,1520.0,8.0,20.0,10716.0,49.0,2660.0,14.0,35.0,18753.0,144400.0,760.0,1900.0,1018020.0,4.0,10.0,5358.0,25.0,13395.0,7177041.0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
74,7.0,4.0,4.0,1616.0,1616.0,0.0,0.0,4.0,7.0,834.0,2.0,5.0,3232.0,49.0,28.0,28.0,11312.0,11312.0,0.0,0.0,28.0,49.0,5838.0,14.0,35.0,22624.0,16.0,16.0,6464.0,6464.0,0.0,0.0,16.0,28.0,3336.0,8.0,20.0,12928.0,16.0,6464.0,6464.0,0.0,0.0,16.0,28.0,3336.0,8.0,20.0,12928.0,2611456.0,2611456.0,0.0,0.0,6464.0,11312.0,1347744.0,3232.0,8080.0,5222912.0,2611456.0,0.0,0.0,6464.0,11312.0,1347744.0,3232.0,8080.0,5222912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,3336.0,8.0,20.0,12928.0,49.0,5838.0,14.0,35.0,22624.0,695556.0,1668.0,4170.0,2695488.0,4.0,10.0,6464.0,25.0,16160.0,10445824.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75,6.0,4.0,3.0,768.0,768.0,0.0,0.0,3.0,4.0,440.0,1.0,2.0,1536.0,36.0,24.0,18.0,4608.0,4608.0,0.0,0.0,18.0,24.0,2640.0,6.0,12.0,9216.0,16.0,12.0,3072.0,3072.0,0.0,0.0,12.0,16.0,1760.0,4.0,8.0,6144.0,9.0,2304.0,2304.0,0.0,0.0,9.0,12.0,1320.0,3.0,6.0,4608.0,589824.0,589824.0,0.0,0.0,2304.0,3072.0,337920.0,768.0,1536.0,1179648.0,589824.0,0.0,0.0,2304.0,3072.0,337920.0,768.0,1536.0,1179648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,1320.0,3.0,6.0,4608.0,16.0,1760.0,4.0,8.0,6144.0,193600.0,440.0,880.0,675840.0,1.0,2.0,1536.0,4.0,3072.0,2359296.0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76,5.0,3.0,3.0,872.0,872.0,0.0,0.0,2.0,5.0,322.0,1.0,3.0,1744.0,25.0,15.0,15.0,4360.0,4360.0,0.0,0.0,10.0,25.0,1610.0,5.0,15.0,8720.0,9.0,9.0,2616.0,2616.0,0.0,0.0,6.0,15.0,966.0,3.0,9.0,5232.0,9.0,2616.0,2616.0,0.0,0.0,6.0,15.0,966.0,3.0,9.0,5232.0,760384.0,760384.0,0.0,0.0,1744.0,4360.0,280784.0,872.0,2616.0,1520768.0,760384.0,0.0,0.0,1744.0,4360.0,280784.0,872.0,2616.0,1520768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,644.0,2.0,6.0,3488.0,25.0,1610.0,5.0,15.0,8720.0,103684.0,322.0,966.0,561568.0,1.0,3.0,1744.0,9.0,5232.0,3041536.0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
